Cellular responses to external stimuli	R-HSA-8953897	reactome	isPartOf	Autophagy - other - Homo sapiens (human)	path:hsa04136	kegg
Axon guidance - Homo sapiens (human)	path:hsa04360	kegg	equivalentTo	Axon guidance	R-HSA-422475	reactome
B cell receptor signaling pathway - Homo sapiens (human)	path:hsa04662	kegg	equivalentTo	Signaling by the B Cell Receptor (BCR)	R-HSA-983705	reactome
B cell receptor signaling pathway - Homo sapiens (human)	path:hsa04662	kegg	isPartOf	Adaptive Immune System	R-HSA-1280218	reactome
B cell receptor signaling pathway - Homo sapiens (human)	path:hsa04662	kegg	isPartOf	Immune System	R-HSA-168256	reactome
RNA polymerase II transcribes snRNA genes	R-HSA-6807505	reactome	isPartOf	Basal transcription factors - Homo sapiens (human)	path:hsa03022	kegg
RNA Polymerase II Pre-transcription Events	R-HSA-674695	reactome	isPartOf	Basal transcription factors - Homo sapiens (human)	path:hsa03022	kegg
RNA Polymerase II Promoter Escape	R-HSA-73776	reactome	isPartOf	Basal transcription factors - Homo sapiens (human)	path:hsa03022	kegg
RNA Pol II CTD phosphorylation and interaction with CE during HIV infection	R-HSA-167160	reactome	isPartOf	Basal transcription factors - Homo sapiens (human)	path:hsa03022	kegg
Basal transcription factors - Homo sapiens (human)	path:hsa03022	kegg	isPartOf	RNA Polymerase II Transcription	R-HSA-73857	reactome
RNA Pol II CTD phosphorylation and interaction with CE	R-HSA-77075	reactome	isPartOf	Basal transcription factors - Homo sapiens (human)	path:hsa03022	kegg
Basal transcription factors - Homo sapiens (human)	path:hsa03022	kegg	isPartOf	Generic Transcription Pathway	R-HSA-212436	reactome
RNA Polymerase II Transcription Initiation	R-HSA-75953	reactome	isPartOf	Basal transcription factors - Homo sapiens (human)	path:hsa03022	kegg
RNA Polymerase II HIV Promoter Escape	R-HSA-167162	reactome	isPartOf	Basal transcription factors - Homo sapiens (human)	path:hsa03022	kegg
Basal transcription factors - Homo sapiens (human)	path:hsa03022	kegg	isPartOf	Metabolism of RNA	R-HSA-8953854	reactome
RNA Polymerase I Transcription Termination	R-HSA-73863	reactome	isPartOf	Basal transcription factors - Homo sapiens (human)	path:hsa03022	kegg
RNA Polymerase I Promoter Escape	R-HSA-73772	reactome	isPartOf	Basal transcription factors - Homo sapiens (human)	path:hsa03022	kegg
RNA Polymerase II Transcription	R-HSA-73857	reactome	isPartOf	Basal transcription factors - Homo sapiens (human)	path:hsa03022	kegg
RNA Polymerase II Transcription Pre-Initiation And Promoter Opening	R-HSA-73779	reactome	isPartOf	Basal transcription factors - Homo sapiens (human)	path:hsa03022	kegg
Basal transcription factors - Homo sapiens (human)	path:hsa03022	kegg	isPartOf	Gene expression (Transcription)	R-HSA-74160	reactome
RNA Polymerase II Transcription Initiation And Promoter Clearance	R-HSA-76042	reactome	isPartOf	Basal transcription factors - Homo sapiens (human)	path:hsa03022	kegg
Base excision repair - Homo sapiens (human)	path:hsa03410	kegg	equivalentTo	Base Excision Repair	R-HSA-73884	reactome
Bile secretion - Homo sapiens (human)	path:hsa04976	kegg	isPartOf	Digestion	R-HSA-8935690	reactome
Amino acid synthesis and interconversion (transamination)	R-HSA-70614	reactome	isPartOf	Biosynthesis of amino acids - Homo sapiens (human)	path:hsa01230	kegg
Cysteine formation from homocysteine	R-HSA-1614603	reactome	isPartOf	Biosynthesis of amino acids - Homo sapiens (human)	path:hsa01230	kegg
Biosynthesis of amino acids - Homo sapiens (human)	path:hsa01230	kegg	isPartOf	Metabolism	R-HSA-1430728	reactome
Urea cycle	R-HSA-70635	reactome	isPartOf	Biosynthesis of amino acids - Homo sapiens (human)	path:hsa01230	kegg
Phenylalanine and tyrosine catabolism	R-HSA-71182	reactome	isPartOf	Biosynthesis of amino acids - Homo sapiens (human)	path:hsa01230	kegg
Biosynthesis of amino acids - Homo sapiens (human)	path:hsa01230	kegg	isPartOf	Metabolism of amino acids and derivatives	R-HSA-71291	reactome
Linoleic acid (LA) metabolism	R-HSA-2046105	reactome	isPartOf	Biosynthesis of unsaturated fatty acids - Homo sapiens (human)	path:hsa01040	kegg
Fatty acyl-CoA biosynthesis	R-HSA-75105	reactome	isPartOf	Biosynthesis of unsaturated fatty acids - Homo sapiens (human)	path:hsa01040	kegg
Synthesis of very long-chain fatty acyl-CoAs	R-HSA-75876	reactome	isPartOf	Biosynthesis of unsaturated fatty acids - Homo sapiens (human)	path:hsa01040	kegg
Biosynthesis of unsaturated fatty acids - Homo sapiens (human)	path:hsa01040	kegg	isPartOf	Fatty acid metabolism	R-HSA-8978868	reactome
Biosynthesis of unsaturated fatty acids - Homo sapiens (human)	path:hsa01040	kegg	isPartOf	Metabolism	R-HSA-1430728	reactome
Synthesis of 5-eicosatetraenoic acids	R-HSA-2142688	reactome	isPartOf	Biosynthesis of unsaturated fatty acids - Homo sapiens (human)	path:hsa01040	kegg
Biosynthesis of unsaturated fatty acids - Homo sapiens (human)	path:hsa01040	kegg	isPartOf	Metabolism of lipids	R-HSA-556833	reactome
Biotin metabolism - Homo sapiens (human)	path:hsa00780	kegg	isPartOf	Biotin transport and metabolism	R-HSA-196780	reactome
Beta oxidation of hexanoyl-CoA to butanoyl-CoA	R-HSA-77350	reactome	isPartOf	Butanoate metabolism - Homo sapiens (human)	path:hsa00650	kegg
Beta oxidation of butanoyl-CoA to acetyl-CoA	R-HSA-77352	reactome	isPartOf	Butanoate metabolism - Homo sapiens (human)	path:hsa00650	kegg
Butanoate metabolism - Homo sapiens (human)	path:hsa00650	kegg	isPartOf	Metabolism	R-HSA-1430728	reactome
Caffeine metabolism - Homo sapiens (human)	path:hsa00232	kegg	isPartOf	Metabolism	R-HSA-1430728	reactome
Elevation of cytosolic Ca2+ levels	R-HSA-139853	reactome	isPartOf	Calcium signaling pathway - Homo sapiens (human)	path:hsa04020	kegg
CaM pathway	R-HSA-111997	reactome	isPartOf	Calcium signaling pathway - Homo sapiens (human)	path:hsa04020	kegg
Platelet calcium homeostasis	R-HSA-418360	reactome	isPartOf	Calcium signaling pathway - Homo sapiens (human)	path:hsa04020	kegg
Activation of CaMK IV	R-HSA-442745	reactome	isPartOf	Calcium signaling pathway - Homo sapiens (human)	path:hsa04020	kegg
Reduction of cytosolic Ca++ levels	R-HSA-418359	reactome	isPartOf	Calcium signaling pathway - Homo sapiens (human)	path:hsa04020	kegg
Intestinal absorption	R-HSA-8963676	reactome	isPartOf	Carbohydrate digestion and absorption - Homo sapiens (human)	path:hsa04973	kegg
Digestion of dietary carbohydrate	R-HSA-189085	reactome	isPartOf	Carbohydrate digestion and absorption - Homo sapiens (human)	path:hsa04973	kegg
Intestinal saccharidase deficiencies	R-HSA-5659898	reactome	isPartOf	Carbohydrate digestion and absorption - Homo sapiens (human)	path:hsa04973	kegg
Intestinal hexose absorption	R-HSA-8981373	reactome	isPartOf	Carbohydrate digestion and absorption - Homo sapiens (human)	path:hsa04973	kegg
Digestion and absorption	R-HSA-8963743	reactome	isPartOf	Carbohydrate digestion and absorption - Homo sapiens (human)	path:hsa04973	kegg
Carbon metabolism - Homo sapiens (human)	path:hsa01200	kegg	equivalentTo	Metabolism of carbohydrates	R-HSA-71387	reactome
Glucose metabolism	R-HSA-70326	reactome	isPartOf	Carbon metabolism - Homo sapiens (human)	path:hsa01200	kegg
Fructose metabolism	R-HSA-5652084	reactome	isPartOf	Carbon metabolism - Homo sapiens (human)	path:hsa01200	kegg
Carbon metabolism - Homo sapiens (human)	path:hsa01200	kegg	isPartOf	Metabolism	R-HSA-1430728	reactome
5-Phosphoribose 1-diphosphate biosynthesis	R-HSA-73843	reactome	isPartOf	Carbon metabolism - Homo sapiens (human)	path:hsa01200	kegg
Glycogen metabolism	R-HSA-8982491	reactome	isPartOf	Carbon metabolism - Homo sapiens (human)	path:hsa01200	kegg
Pyruvate metabolism and Citric Acid (TCA) cycle	R-HSA-71406	reactome	isPartOf	Carbon metabolism - Homo sapiens (human)	path:hsa01200	kegg
Carbon metabolism - Homo sapiens (human)	path:hsa01200	kegg	isPartOf	Pentose phosphate pathway disease	R-HSA-6791465	reactome
Glycolysis	R-HSA-70171	reactome	isPartOf	Carbon metabolism - Homo sapiens (human)	path:hsa01200	kegg
Cardiac muscle contraction - Homo sapiens (human)	path:hsa04260	kegg	isPartOf	Muscle contraction	R-HSA-397014	reactome
Cell adhesion molecules (CAMs) - Homo sapiens (human)	path:hsa04514	kegg	isPartOf	Cell-cell junction organization	R-HSA-421270	reactome
Neurofascin interactions	R-HSA-447043	reactome	isPartOf	Cell adhesion molecules (CAMs) - Homo sapiens (human)	path:hsa04514	kegg
Cell-cell junction organization	R-HSA-421270	reactome	isPartOf	Cell adhesion molecules (CAMs) - Homo sapiens (human)	path:hsa04514	kegg
Cell adhesion molecules (CAMs) - Homo sapiens (human)	path:hsa04514	kegg	isPartOf	Tight junction interactions	R-HSA-420029	reactome
Cell cycle - Homo sapiens (human)	path:hsa04110	kegg	equivalentTo	Cell Cycle	R-HSA-1640170	reactome
Cellular senescence - Homo sapiens (human)	path:hsa04218	kegg	equivalentTo	Cellular Senescence	R-HSA-2559583	reactome
Chemokine receptors bind chemokines	R-HSA-380108	reactome	isPartOf	Chemokine signaling pathway - Homo sapiens (human)	path:hsa04062	kegg
LDL remodeling	R-HSA-8964041	reactome	isPartOf	Cholesterol metabolism - Homo sapiens (human)	path:hsa04979	kegg
Chylomicron assembly	R-HSA-8963888	reactome	isPartOf	Cholesterol metabolism - Homo sapiens (human)	path:hsa04979	kegg
Cholesterol metabolism - Homo sapiens (human)	path:hsa04979	kegg	isPartOf	Metabolism	R-HSA-1430728	reactome
HDL clearance	R-HSA-8964011	reactome	isPartOf	Cholesterol metabolism - Homo sapiens (human)	path:hsa04979	kegg
HDL remodeling	R-HSA-8964058	reactome	isPartOf	Cholesterol metabolism - Homo sapiens (human)	path:hsa04979	kegg
Chylomicron remodeling	R-HSA-8963901	reactome	isPartOf	Cholesterol metabolism - Homo sapiens (human)	path:hsa04979	kegg
Plasma lipoprotein clearance	R-HSA-8964043	reactome	isPartOf	Cholesterol metabolism - Homo sapiens (human)	path:hsa04979	kegg
Plasma lipoprotein assembly	R-HSA-8963898	reactome	isPartOf	Cholesterol metabolism - Homo sapiens (human)	path:hsa04979	kegg
VLDL assembly	R-HSA-8866423	reactome	isPartOf	Cholesterol metabolism - Homo sapiens (human)	path:hsa04979	kegg
Chylomicron clearance	R-HSA-8964026	reactome	isPartOf	Cholesterol metabolism - Homo sapiens (human)	path:hsa04979	kegg
LDL clearance	R-HSA-8964038	reactome	isPartOf	Cholesterol metabolism - Homo sapiens (human)	path:hsa04979	kegg
Muscarinic acetylcholine receptors	R-HSA-390648	reactome	isPartOf	Cholinergic synapse - Homo sapiens (human)	path:hsa04725	kegg
Citrate cycle (TCA cycle) - Homo sapiens (human)	path:hsa00020	kegg	equivalentTo	Citric acid cycle (TCA cycle)	R-HSA-71403	reactome
Defective Mismatch Repair Associated With MSH3	R-HSA-5632927	reactome	isPartOf	Colorectal cancer - Homo sapiens (human)	path:hsa05210	kegg
Defective Mismatch Repair Associated With MSH2	R-HSA-5632928	reactome	isPartOf	Colorectal cancer - Homo sapiens (human)	path:hsa05210	kegg
Defective Mismatch Repair Associated With MSH6	R-HSA-5632968	reactome	isPartOf	Colorectal cancer - Homo sapiens (human)	path:hsa05210	kegg
Complement and coagulation cascades - Homo sapiens (human)	path:hsa04610	kegg	isPartOf	Immune System	R-HSA-168256	reactome
Hemostasis	R-HSA-109582	reactome	isPartOf	Complement and coagulation cascades - Homo sapiens (human)	path:hsa04610	kegg
Alternative complement activation	R-HSA-173736	reactome	isPartOf	Complement and coagulation cascades - Homo sapiens (human)	path:hsa04610	kegg
Activation of C3 and C5	R-HSA-174577	reactome	isPartOf	Complement and coagulation cascades - Homo sapiens (human)	path:hsa04610	kegg
Regulation of Complement cascade	R-HSA-977606	reactome	isPartOf	Complement and coagulation cascades - Homo sapiens (human)	path:hsa04610	kegg
Complement cascade	R-HSA-166658	reactome	isPartOf	Complement and coagulation cascades - Homo sapiens (human)	path:hsa04610	kegg
Common Pathway of Fibrin Clot Formation	R-HSA-140875	reactome	isPartOf	Complement and coagulation cascades - Homo sapiens (human)	path:hsa04610	kegg
Formation of Fibrin Clot (Clotting Cascade)	R-HSA-140877	reactome	isPartOf	Complement and coagulation cascades - Homo sapiens (human)	path:hsa04610	kegg
Dissolution of Fibrin Clot	R-HSA-75205	reactome	isPartOf	Complement and coagulation cascades - Homo sapiens (human)	path:hsa04610	kegg
Terminal pathway of complement	R-HSA-166665	reactome	isPartOf	Complement and coagulation cascades - Homo sapiens (human)	path:hsa04610	kegg
Extrinsic Pathway of Fibrin Clot Formation	R-HSA-140834	reactome	isPartOf	Complement and coagulation cascades - Homo sapiens (human)	path:hsa04610	kegg
Intrinsic Pathway of Fibrin Clot Formation	R-HSA-140837	reactome	isPartOf	Complement and coagulation cascades - Homo sapiens (human)	path:hsa04610	kegg
Mineralocorticoid biosynthesis	R-HSA-193993	reactome	isPartOf	Cortisol synthesis and secretion - Homo sapiens (human)	path:hsa04927	kegg
Cholesterol biosynthesis via desmosterol	R-HSA-6807047	reactome	isPartOf	Cortisol synthesis and secretion - Homo sapiens (human)	path:hsa04927	kegg
Cholesterol biosynthesis via lathosterol	R-HSA-6807062	reactome	isPartOf	Cortisol synthesis and secretion - Homo sapiens (human)	path:hsa04927	kegg
Glucocorticoid biosynthesis	R-HSA-194002	reactome	isPartOf	Cortisol synthesis and secretion - Homo sapiens (human)	path:hsa04927	kegg
Cortisol synthesis and secretion - Homo sapiens (human)	path:hsa04927	kegg	isPartOf	Metabolism	R-HSA-1430728	reactome
Cysteine and methionine metabolism - Homo sapiens (human)	path:hsa00270	kegg	isPartOf	Sulfur amino acid metabolism	R-HSA-1614635	reactome
Cysteine formation from homocysteine	R-HSA-1614603	reactome	isPartOf	Cysteine and methionine metabolism - Homo sapiens (human)	path:hsa00270	kegg
Cysteine and methionine metabolism - Homo sapiens (human)	path:hsa00270	kegg	isPartOf	Metabolism	R-HSA-1430728	reactome
Cysteine and methionine metabolism - Homo sapiens (human)	path:hsa00270	kegg	isPartOf	Metabolism of amino acids and derivatives	R-HSA-71291	reactome
Cytokine-cytokine receptor interaction - Homo sapiens (human)	path:hsa04060	kegg	isPartOf	Cytokine Signaling in Immune system	R-HSA-1280215	reactome
Cytokine-cytokine receptor interaction - Homo sapiens (human)	path:hsa04060	kegg	isPartOf	Immune System	R-HSA-168256	reactome
IL-6-type cytokine receptor ligand interactions	R-HSA-6788467	reactome	isPartOf	Cytokine-cytokine receptor interaction - Homo sapiens (human)	path:hsa04060	kegg
TNFs bind their physiological receptors	R-HSA-5669034	reactome	isPartOf	Cytokine-cytokine receptor interaction - Homo sapiens (human)	path:hsa04060	kegg
Chemokine receptors bind chemokines	R-HSA-380108	reactome	isPartOf	Cytokine-cytokine receptor interaction - Homo sapiens (human)	path:hsa04060	kegg
Cytokine-cytokine receptor interaction - Homo sapiens (human)	path:hsa04060	kegg	isPartOf	Ligand-receptor interactions	R-HSA-5632681	reactome
Cytosolic DNA-sensing pathway - Homo sapiens (human)	path:hsa04623	kegg	isPartOf	Cytosolic sensors of pathogen-associated DNA	R-HSA-1834949	reactome
D-Arginine and D-ornithine metabolism - Homo sapiens (human)	path:hsa00472	kegg	isPartOf	Metabolism	R-HSA-1430728	reactome
D-Arginine and D-ornithine metabolism - Homo sapiens (human)	path:hsa00472	kegg	isPartOf	Metabolism of amino acids and derivatives	R-HSA-71291	reactome
D-Glutamine and D-glutamate metabolism - Homo sapiens (human)	path:hsa00471	kegg	isPartOf	Metabolism of amino acids and derivatives	R-HSA-71291	reactome
D-Glutamine and D-glutamate metabolism - Homo sapiens (human)	path:hsa00471	kegg	isPartOf	Metabolism	R-HSA-1430728	reactome
D-Glutamine and D-glutamate metabolism - Homo sapiens (human)	path:hsa00471	kegg	isPartOf	Amino acid synthesis and interconversion (transamination)	R-HSA-70614	reactome
DNA replication - Homo sapiens (human)	path:hsa03030	kegg	equivalentTo	DNA Replication	R-HSA-69306	reactome
Dopamine receptors	R-HSA-390651	reactome	isPartOf	Dopaminergic synapse - Homo sapiens (human)	path:hsa04728	kegg
Enzymatic degradation of dopamine by COMT	R-HSA-379397	reactome	isPartOf	Dopaminergic synapse - Homo sapiens (human)	path:hsa04728	kegg
Activation of AMPA receptors	R-HSA-399710	reactome	isPartOf	Dopaminergic synapse - Homo sapiens (human)	path:hsa04728	kegg
Enzymatic degradation of Dopamine by monoamine oxidase	R-HSA-379398	reactome	isPartOf	Dopaminergic synapse - Homo sapiens (human)	path:hsa04728	kegg
Biogenic amines are oxidatively deaminated to aldehydes by MAOA and MAOB	R-HSA-141333	reactome	isPartOf	Dopaminergic synapse - Homo sapiens (human)	path:hsa04728	kegg
Dopamine clearance from the synaptic cleft	R-HSA-379401	reactome	isPartOf	Dopaminergic synapse - Homo sapiens (human)	path:hsa04728	kegg
Ethanol oxidation	R-HSA-71384	reactome	isPartOf	Drug metabolism - cytochrome P450 - Homo sapiens (human)	path:hsa00982	kegg
Biogenic amines are oxidatively deaminated to aldehydes by MAOA and MAOB	R-HSA-141333	reactome	isPartOf	Drug metabolism - cytochrome P450 - Homo sapiens (human)	path:hsa00982	kegg
Drug metabolism - cytochrome P450 - Homo sapiens (human)	path:hsa00982	kegg	isPartOf	Metabolism	R-HSA-1430728	reactome
CYP2E1 reactions	R-HSA-211999	reactome	isPartOf	Drug metabolism - cytochrome P450 - Homo sapiens (human)	path:hsa00982	kegg
Drug metabolism - other enzymes - Homo sapiens (human)	path:hsa00983	kegg	isPartOf	Metabolism	R-HSA-1430728	reactome
ECM proteoglycans	R-HSA-3000178	reactome	isPartOf	ECM-receptor interaction - Homo sapiens (human)	path:hsa04512	kegg
ECM-receptor interaction - Homo sapiens (human)	path:hsa04512	kegg	isPartOf	Extracellular matrix organization	R-HSA-1474244	reactome
Laminin interactions	R-HSA-3000157	reactome	isPartOf	ECM-receptor interaction - Homo sapiens (human)	path:hsa04512	kegg
Endosomal Sorting Complex Required For Transport (ESCRT)	R-HSA-917729	reactome	isPartOf	Endocytosis - Homo sapiens (human)	path:hsa04144	kegg
Cargo recognition for clathrin-mediated endocytosis	R-HSA-8856825	reactome	isPartOf	Endocytosis - Homo sapiens (human)	path:hsa04144	kegg
Clathrin-mediated endocytosis	R-HSA-8856828	reactome	isPartOf	Endocytosis - Homo sapiens (human)	path:hsa04144	kegg
PI3K events in ERBB4 signaling	R-HSA-1250342	reactome	isPartOf	ErbB signaling pathway - Homo sapiens (human)	path:hsa04012	kegg
Signaling by ERBB4	R-HSA-1236394	reactome	isPartOf	ErbB signaling pathway - Homo sapiens (human)	path:hsa04012	kegg
GRB2 events in ERBB2 signaling	R-HSA-1963640	reactome	isPartOf	ErbB signaling pathway - Homo sapiens (human)	path:hsa04012	kegg
ERBB2 Regulates Cell Motility	R-HSA-6785631	reactome	isPartOf	ErbB signaling pathway - Homo sapiens (human)	path:hsa04012	kegg
PI3K events in ERBB2 signaling	R-HSA-1963642	reactome	isPartOf	ErbB signaling pathway - Homo sapiens (human)	path:hsa04012	kegg
ERBB2 Activates PTK6 Signaling	R-HSA-8847993	reactome	isPartOf	ErbB signaling pathway - Homo sapiens (human)	path:hsa04012	kegg
GRB7 events in ERBB2 signaling	R-HSA-1306955	reactome	isPartOf	ErbB signaling pathway - Homo sapiens (human)	path:hsa04012	kegg
Downregulation of ERBB2:ERBB3 signaling	R-HSA-1358803	reactome	isPartOf	ErbB signaling pathway - Homo sapiens (human)	path:hsa04012	kegg
Downregulation of ERBB4 signaling	R-HSA-1253288	reactome	isPartOf	ErbB signaling pathway - Homo sapiens (human)	path:hsa04012	kegg
Downregulation of ERBB2 signaling	R-HSA-8863795	reactome	isPartOf	ErbB signaling pathway - Homo sapiens (human)	path:hsa04012	kegg
SHC1 events in ERBB4 signaling	R-HSA-1250347	reactome	isPartOf	ErbB signaling pathway - Homo sapiens (human)	path:hsa04012	kegg
Signaling by ERBB2	R-HSA-1227986	reactome	isPartOf	ErbB signaling pathway - Homo sapiens (human)	path:hsa04012	kegg
Nuclear signaling by ERBB4	R-HSA-1251985	reactome	isPartOf	ErbB signaling pathway - Homo sapiens (human)	path:hsa04012	kegg
SHC1 events in ERBB2 signaling	R-HSA-1250196	reactome	isPartOf	ErbB signaling pathway - Homo sapiens (human)	path:hsa04012	kegg
PLCG1 events in ERBB2 signaling	R-HSA-1251932	reactome	isPartOf	ErbB signaling pathway - Homo sapiens (human)	path:hsa04012	kegg
Ether lipid metabolism - Homo sapiens (human)	path:hsa00565	kegg	isPartOf	Metabolism of lipids	R-HSA-556833	reactome
Phospholipid metabolism	R-HSA-1483257	reactome	isPartOf	Ether lipid metabolism - Homo sapiens (human)	path:hsa00565	kegg
Ether lipid metabolism - Homo sapiens (human)	path:hsa00565	kegg	isPartOf	Metabolism	R-HSA-1430728	reactome
Fanconi anemia pathway - Homo sapiens (human)	path:hsa03460	kegg	equivalentTo	Fanconi Anemia Pathway	R-HSA-6783310	reactome
Digestion of dietary lipid	R-HSA-192456	reactome	isPartOf	Fat digestion and absorption - Homo sapiens (human)	path:hsa04975	kegg
Intestinal lipid absorption	R-HSA-8963678	reactome	isPartOf	Fat digestion and absorption - Homo sapiens (human)	path:hsa04975	kegg
Fat digestion and absorption - Homo sapiens (human)	path:hsa04975	kegg	isPartOf	Intestinal absorption	R-HSA-8963676	reactome
Fat digestion and absorption - Homo sapiens (human)	path:hsa04975	kegg	isPartOf	Digestion and absorption	R-HSA-8963743	reactome
Fatty acid biosynthesis - Homo sapiens (human)	path:hsa00061	kegg	isPartOf	Metabolism	R-HSA-1430728	reactome
Fatty acyl-CoA biosynthesis	R-HSA-75105	reactome	isPartOf	Fatty acid biosynthesis - Homo sapiens (human)	path:hsa00061	kegg
Beta oxidation of decanoyl-CoA to octanoyl-CoA-CoA	R-HSA-77346	reactome	isPartOf	Fatty acid degradation - Homo sapiens (human)	path:hsa00071	kegg
Beta oxidation of hexanoyl-CoA to butanoyl-CoA	R-HSA-77350	reactome	isPartOf	Fatty acid degradation - Homo sapiens (human)	path:hsa00071	kegg
Beta oxidation of octanoyl-CoA to hexanoyl-CoA	R-HSA-77348	reactome	isPartOf	Fatty acid degradation - Homo sapiens (human)	path:hsa00071	kegg
Fatty acid degradation - Homo sapiens (human)	path:hsa00071	kegg	isPartOf	Metabolism of lipids	R-HSA-556833	reactome
mitochondrial fatty acid beta-oxidation of saturated fatty acids	R-HSA-77286	reactome	isPartOf	Fatty acid degradation - Homo sapiens (human)	path:hsa00071	kegg
Fatty acid degradation - Homo sapiens (human)	path:hsa00071	kegg	isPartOf	Fatty acid metabolism	R-HSA-8978868	reactome
Fatty acid degradation - Homo sapiens (human)	path:hsa00071	kegg	isPartOf	Metabolism	R-HSA-1430728	reactome
Beta oxidation of myristoyl-CoA to lauroyl-CoA	R-HSA-77285	reactome	isPartOf	Fatty acid degradation - Homo sapiens (human)	path:hsa00071	kegg
mitochondrial fatty acid beta-oxidation of unsaturated fatty acids	R-HSA-77288	reactome	isPartOf	Fatty acid degradation - Homo sapiens (human)	path:hsa00071	kegg
Beta oxidation of lauroyl-CoA to decanoyl-CoA-CoA	R-HSA-77310	reactome	isPartOf	Fatty acid degradation - Homo sapiens (human)	path:hsa00071	kegg
Beta oxidation of palmitoyl-CoA to myristoyl-CoA	R-HSA-77305	reactome	isPartOf	Fatty acid degradation - Homo sapiens (human)	path:hsa00071	kegg
Fatty acid elongation - Homo sapiens (human)	path:hsa00062	kegg	isPartOf	Metabolism	R-HSA-1430728	reactome
Fatty acid elongation - Homo sapiens (human)	path:hsa00062	kegg	isPartOf	Metabolism of lipids	R-HSA-556833	reactome
Fatty acid elongation - Homo sapiens (human)	path:hsa00062	kegg	isPartOf	Fatty acid metabolism	R-HSA-8978868	reactome
Fatty acid elongation - Homo sapiens (human)	path:hsa00062	kegg	isPartOf	Fatty acids	R-HSA-211935	reactome
Fatty acid metabolism - Homo sapiens (human)	path:hsa01212	kegg	equivalentTo	Fatty acid metabolism	R-HSA-8978868	reactome
Fatty acid metabolism - Homo sapiens (human)	path:hsa01212	kegg	isPartOf	Metabolism of lipids	R-HSA-556833	reactome
Fatty acid metabolism - Homo sapiens (human)	path:hsa01212	kegg	isPartOf	Metabolism	R-HSA-1430728	reactome
Fc epsilon RI signaling pathway - Homo sapiens (human)	path:hsa04664	kegg	equivalentTo	Fc epsilon receptor (FCERI) signaling	R-HSA-2454202	reactome
phospho-PLA2 pathway	R-HSA-111995	reactome	isPartOf	Fc epsilon RI signaling pathway - Homo sapiens (human)	path:hsa04664	kegg
Fc epsilon receptor (FCERI) signaling	R-HSA-2454202	reactome	isPartOf	Fc epsilon RI signaling pathway - Homo sapiens (human)	path:hsa04664	kegg
Fc gamma R-mediated phagocytosis - Homo sapiens (human)	path:hsa04666	kegg	equivalentTo	Fcgamma receptor (FCGR) dependent phagocytosis	R-HSA-2029480	reactome
Defective SLC11A2 causes hypochromic microcytic anemia, with iron overload 1 (AHMIO1)	R-HSA-5619048	reactome	isPartOf	Ferroptosis - Homo sapiens (human)	path:hsa04216	kegg
Defective GCLC causes Hemolytic anemia due to gamma-glutamylcysteine synthetase deficiency (HAGGSD)	R-HSA-5578999	reactome	isPartOf	Ferroptosis - Homo sapiens (human)	path:hsa04216	kegg
Laminin interactions	R-HSA-3000157	reactome	isPartOf	Focal adhesion - Homo sapiens (human)	path:hsa04510	kegg
Localization of the PINCH-ILK-PARVIN complex to focal adhesions	R-HSA-446343	reactome	isPartOf	Focal adhesion - Homo sapiens (human)	path:hsa04510	kegg
Integrin signaling	R-HSA-9006921	reactome	isPartOf	Focal adhesion - Homo sapiens (human)	path:hsa04510	kegg
Non-integrin membrane-ECM interactions	R-HSA-3000171	reactome	isPartOf	Focal adhesion - Homo sapiens (human)	path:hsa04510	kegg
Integrin alphaIIb beta3 signaling	R-HSA-354192	reactome	isPartOf	Focal adhesion - Homo sapiens (human)	path:hsa04510	kegg
Folate biosynthesis - Homo sapiens (human)	path:hsa00790	kegg	isPartOf	Metabolism	R-HSA-1430728	reactome
Molybdenum cofactor biosynthesis	R-HSA-947581	reactome	isPartOf	Folate biosynthesis - Homo sapiens (human)	path:hsa00790	kegg
Folate biosynthesis - Homo sapiens (human)	path:hsa00790	kegg	isPartOf	Metabolism of water-soluble vitamins and cofactors	R-HSA-196849	reactome
Folate biosynthesis - Homo sapiens (human)	path:hsa00790	kegg	isPartOf	Metabolism of vitamins and cofactors	R-HSA-196854	reactome
AKT-mediated inactivation of FOXO1A	R-HSA-211163	reactome	isPartOf	FoxO signaling pathway - Homo sapiens (human)	path:hsa04068	kegg
Fructose biosynthesis	R-HSA-5652227	reactome	isPartOf	Fructose and mannose metabolism - Homo sapiens (human)	path:hsa00051	kegg
Synthesis of GDP-mannose	R-HSA-446205	reactome	isPartOf	Fructose and mannose metabolism - Homo sapiens (human)	path:hsa00051	kegg
Fructose and mannose metabolism - Homo sapiens (human)	path:hsa00051	kegg	isPartOf	Metabolism	R-HSA-1430728	reactome
Fructose catabolism	R-HSA-70350	reactome	isPartOf	Fructose and mannose metabolism - Homo sapiens (human)	path:hsa00051	kegg
Fructose metabolism	R-HSA-5652084	reactome	isPartOf	Fructose and mannose metabolism - Homo sapiens (human)	path:hsa00051	kegg
GABA receptor activation	R-HSA-977443	reactome	isPartOf	GABAergic synapse - Homo sapiens (human)	path:hsa04727	kegg
GABA B receptor activation	R-HSA-977444	reactome	isPartOf	GABAergic synapse - Homo sapiens (human)	path:hsa04727	kegg
GABA A (rho) receptor activation	R-HSA-977442	reactome	isPartOf	GABAergic synapse - Homo sapiens (human)	path:hsa04727	kegg
